date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,day_of_week,day_type,Appliances_lag_1,Appliances_lag_2,Appliances_lag_3,Appliances_rolling_mean,Appliances_rolling_std,hour,day,weekday,month,hour_sin,hour_cos,weekday_sin,weekday_cos,lag1_lag2_interaction,daily_mean,daily_sum,daily_min,daily_max
2016-05-15,60,0,24.1,34.76,21.29,36.1214285714286,24.0,35.1685714285714,24.0,32.59,23.7257142857143,38.7,4.3225,24.77,24.1,29.7,25.39,35.79,22.89,35.434,6.2,760.4,74.0,2.0,40.0,1.8,15.108357940334827,15.108357940334827,6,Weekend,50.0,50.0,50.0,53.333333333333336,5.773502691947506,0,15,6,5,0.0,1.0,-0.7818314824680299,0.6234898018587334,2500.0,98.12949640287769,13640.0,30.0,360.0
2016-05-16,80,0,23.2,39.23,20.978,40.612,25.6,37.7,23.6,36.5,23.0,44.223333333333294,8.3,48.1333333333333,23.39,32.9,26.06,39.59,22.7257142857143,39.1942857142857,8.5,761.5,97.0,1.0,41.0,8.099999999999998,45.793486142065376,45.793486142065376,0,Weekday,90.0,90.0,80.0,86.66666666666667,5.773502691936126,0,16,0,5,0.0,1.0,0.0,1.0,8100.0,91.95652173913044,12690.0,40.0,400.0
2016-05-17,40,0,23.1,39.1633333333333,21.08,39.156,24.236,37.036,23.29,36.9,21.2,40.0,9.39,17.6971428571429,23.5,34.24,24.5,39.29,22.6,37.876,9.9,760.6,77.0,1.0,40.0,6.1,24.18695788364857,24.18695788364857,1,Weekday,50.0,70.0,60.0,53.333333333333336,15.275252316540087,0,17,1,5,0.0,1.0,0.7818314824680298,0.6234898018587336,3500.0,64.8854961832061,8500.0,20.0,380.0
2016-05-18,50,0,23.533333333333296,41.0,22.0,41.018,24.6,39.09,23.463333333333296,38.723333333333294,21.29,55.71,12.72,19.76875,23.2,40.5,24.0,45.3266666666667,22.6,42.2,12.0,756.2,80.0,2.0,26.0,8.599999999999998,38.606970140244805,38.606970140244805,2,Weekday,60.0,60.0,60.0,56.666666666666664,5.773502691948803,0,18,2,5,0.0,1.0,0.9749279121818236,-0.22252093395631434,3600.0,77.33812949640287,10750.0,40.0,330.0
2016-05-19,60,0,23.566666666666695,41.76,21.347142857142895,43.6528571428571,24.6,39.7,23.29,39.9,21.1,50.772,7.9,47.4266666666667,23.2,41.363333333333294,24.5,45.367142857142895,22.39,42.425,8.8,749.1,95.0,3.0,40.0,8.099999999999998,2.8577951481565838,2.8577951481565838,3,Weekday,60.0,70.0,50.0,63.333333333333336,5.773502691946322,0,19,3,5,0.0,1.0,0.43388373911755823,-0.900968867902419,4200.0,64.55882352941177,8780.0,20.0,400.0
2016-05-20,40,0,23.29,41.29,21.68,41.79,24.5,39.29,23.1,40.59,22.2128571428571,59.88,9.46,38.3,23.0,36.59,24.04,44.798,22.6,42.9666666666667,10.6,757.7,86.0,3.0,40.0,8.3,12.134822830557823,12.134822830557823,4,Weekday,60.0,50.0,60.0,50.0,10.000000000031092,0,20,4,5,0.0,1.0,-0.433883739117558,-0.9009688679024191,3000.0,62.4031007751938,8050.0,20.0,170.0
2016-05-21,40,0,23.2,44.933333333333294,21.7,46.1214285714286,24.79,41.9,23.29,43.5,22.6,50.6785714285714,13.13,45.533333333333296,22.89,40.7,23.445,51.745,22.6,45.0,14.1,758.0,91.0,2.0,29.0,12.6,7.80206189956516,7.80206189956516,5,Weekend,30.0,40.0,50.0,36.666666666666664,5.7735026919540795,0,21,5,5,0.0,1.0,-0.9749279121818236,-0.2225209339563146,1200.0,118.61538461538461,15420.0,40.0,390.0
2016-05-22,60,0,24.7081818181818,49.1963636363636,24.3981981981982,46.738948948948895,26.7936363636364,43.6181818181818,24.015315315315295,46.7323423423423,22.9468468468468,52.4424774774775,22.6706306306306,19.928333333333295,23.909909909909896,43.6948198198198,24.387272727272695,50.9909090909091,23.1690909090909,48.2181818181818,18.0,752.0,79.0,2.0,40.0,14.3,31.551958702038974,31.551958702038974,6,Weekend,50.0,60.0,140.0,56.666666666666664,5.773502691948229,0,22,6,5,0.0,1.0,-0.7818314824680299,0.6234898018587334,3000.0,76.95121951219512,6310.0,40.0,340.0
2016-05-23,60,0,24.6,48.5,22.3566666666667,50.59,26.2,45.2,23.79,46.363333333333294,23.0,52.363333333333294,11.5,52.59,23.5571428571429,42.6685714285714,25.963333333333296,49.893333333333295,23.2,49.5,11.6,751.7999999999998,96.0,4.0,63.0,10.9,28.4870132105425,28.4870132105425,0,Weekday,60.0,60.0,60.0,60.0,0.0,0,23,0,5,0.0,1.0,0.0,1.0,3600.0,71.5909090909091,9450.0,40.0,350.0
2016-05-24,60,0,24.6,44.745,22.29,46.363333333333294,26.0,43.0,24.2,43.73,23.5,56.21,11.3,33.9666666666667,23.5,38.29,24.79,48.9666666666667,22.79,44.6633333333333,11.1,759.7,85.0,4.0,40.0,8.599999999999998,44.9279973632656,44.9279973632656,1,Weekday,60.0,50.0,60.0,56.666666666666664,5.773502691946978,0,24,1,5,0.0,1.0,0.7818314824680298,0.6234898018587336,3000.0,92.16417910447761,12350.0,30.0,400.0
2016-05-25,60,0,24.26,40.363333333333294,21.963333333333296,41.7,25.29,39.4,24.2,40.363333333333294,21.68,38.772,9.05555555555556,23.941111111111095,23.2,34.98,24.7,46.09,22.5,40.5,9.3,758.2,81.0,1.0,29.0,6.1,46.044640114996575,46.044640114996575,2,Weekday,60.0,50.0,60.0,56.666666666666664,5.773502691944885,0,25,2,5,0.0,1.0,0.9749279121818236,-0.22252093395631434,3000.0,78.57142857142857,10450.0,30.0,310.0
2016-05-26,50,0,24.125974025974,39.11532467532471,23.157662337662295,38.09870129870129,24.9064935064935,37.6967532467532,23.915974025974,38.8558441558442,21.3484415584416,50.4524350649351,16.0915584415584,22.1532467532468,23.311038961039,36.74545454545449,24.1967532467532,41.939285714285695,22.1,40.4149350649351,10.8,757.0,92.0,2.0,62.0,9.6,34.85261567402631,34.85261567402631,3,Weekday,50.0,50.0,50.0,50.0,0.0,0,26,3,5,0.0,1.0,0.43388373911755823,-0.900968867902419,2500.0,100.67961165048544,10370.0,40.0,390.0
2016-05-27,60,10,24.323333333333295,44.56,23.1285714285714,43.897142857142896,26.79,39.363333333333294,24.89,43.23,22.5,58.863333333333294,14.33,27.43,24.236,44.134,24.566666666666695,50.56,22.6,44.5,14.8,756.1,79.0,3.0,63.0,11.1,14.009097788948564,14.009097788948564,4,Weekday,60.0,70.0,70.0,63.333333333333336,5.773502691944255,0,27,4,5,0.0,1.0,-0.433883739117558,-0.9009688679024191,4200.0,110.35714285714286,9270.0,40.0,400.0
